cement_opc,scm_flyash,scm_ggbs,silica_sand,locally_avail_sand,w_b,hrwr_b,perc_of_fibre,aspect_ratio,tensile_strength,density,youngs_modulus,elongation,compressive_stregth
145.0,119.0,116.0,880.0,833.0,184.0,5.7,0,0,-1.0,2277.0,-1.0,0,29.16
424.0,132.0,22.0,750.0,822.0,168.0,8.9,0,0,-1.0,2318.0,-1.0,0,72.1
284.0,141.0,15.0,801.0,842.0,179.0,5.5,0,0,-1.0,2262.0,-1.0,0,43.73
260.0,78.0,101.0,763.0,936.0,171.0,10.0,0,0,-1.0,2309.0,-1.0,0,49.77
153.1,113.0,145.0,688.7,1001.9,178.5,8.0,0,0,-1.0,2280.2000000000003,-1.0,0,25.56
144.0,106.0,136.0,774.0,941.0,178.0,7.0,0,0,-1.0,2279.0,-1.0,0,26.14
355.0,97.0,19.0,871.0,967.0,145.0,13.1,0,0,-1.0,2454.0,-1.0,0,44.03
157.0,152.0,214.0,704.0,819.0,200.0,9.0,0,0,-1.0,2246.0,-1.0,0,33.05
260.9,78.3,100.5,761.5,864.5,200.6,8.6,0,0,-1.0,2266.2999999999997,-1.0,0,32.4
149.0,91.7,117.6,780.3,953.4,182.9,7.1,0,0,-1.0,2274.9,-1.0,0,23.52
255.3,77.0,98.8,749.3,919.0,188.6,6.5,0,0,-1.0,2288.0,-1.0,0,33.8
266.2,87.5,112.3,744.5,909.7,177.9,10.4,0,0,-1.0,2298.1,-1.0,0,39.42
152.0,139.0,178.0,695.0,944.0,168.0,18.0,0,0,-1.0,2276.0,-1.0,0,36.35
160.2,146.4,188.0,709.7,828.7,203.2,11.3,0,0,-1.0,2236.2000000000003,-1.0,0,35.31
156.0,187.0,178.0,614.0,854.0,221.0,7.0,0,0,-1.0,2210.0,-1.0,0,29.41
143.8,106.2,136.3,774.3,941.5,178.1,7.5,0,0,-1.0,2280.2,-1.0,0,26.15
139.9,103.3,132.6,753.4,916.0,200.3,7.4,0,0,-1.0,2245.5,-1.0,0,36.44
287.3,93.9,120.5,695.9,904.4,187.6,9.2,0,0,-1.0,2289.6,-1.0,0,43.8
214.9,121.9,53.8,780.6,1014.3,155.6,9.6,0,0,-1.0,2341.1,-1.0,0,52.2
140.0,128.0,164.0,656.0,869.0,237.0,6.0,0,0,-1.0,2194.0,-1.0,0,35.23
333.0,163.0,17.5,652.0,996.0,167.0,17.9,0,0,-1.0,2328.5,-1.0,0,47.28
135.0,193.0,105.0,643.0,965.0,196.0,6.0,0,0,-1.0,2237.0,-1.0,0,21.91
146.5,89.3,114.6,829.5,860.0,201.9,8.8,0,0,-1.0,2241.8,-1.0,0,19.99
168.9,124.3,42.2,796.2,1080.8,158.3,10.8,0,0,-1.0,2370.7,-1.0,0,31.12
314.0,113.2,145.3,690.2,869.1,178.9,8.0,0,0,-1.0,2310.7000000000003,-1.0,0,46.23
173.5,173.5,50.1,793.5,1006.2,164.8,6.5,0,0,-1.0,2361.6000000000004,-1.0,0,38.2
148.5,108.6,139.4,780.0,892.4,192.7,6.1,0,0,-1.0,2261.6,-1.0,0,23.7
272.8,81.8,105.1,679.7,904.0,209.7,9.0,0,0,-1.0,2253.1,-1.0,0,37.17
165.0,132.1,128.5,746.6,1005.8,175.1,8.1,0,0,-1.0,2353.1,-1.0,0,46.39
182.0,122.0,45.2,780.7,1059.4,170.2,8.2,0,0,-1.0,2359.5,-1.0,0,31.27
154.0,185.0,174.0,612.0,845.0,228.0,7.0,0,0,-1.0,2198.0,-1.0,0,24.34
250.0,95.0,180.0,800.0,860.0,159.0,9.5,0,0,-1.0,2344.0,-1.0,0,67.87
139.7,127.7,163.9,655.6,868.6,236.7,5.8,0,0,-1.0,2192.2,-1.0,0,35.23
132.0,160.9,206.5,735.6,866.9,178.9,5.5,0,0,-1.0,2280.8,-1.0,0,33.31
162.0,148.0,190.0,741.0,838.0,179.0,19.0,0,0,-1.0,2258.0,-1.0,0,33.76
153.0,113.0,145.0,689.0,1002.0,178.0,8.0,0,0,-1.0,2280.0,-1.0,0,25.56
273.0,82.0,105.0,680.0,904.0,210.0,9.0,0,0,-1.0,2254.0,-1.0,0,37.17
279.8,100.4,128.9,804.9,825.1,172.4,9.5,0,0,-1.0,2311.5,-1.0,0,52.83
265.0,86.0,111.0,790.0,833.0,195.0,6.0,0,0,-1.0,2280.0,-1.0,0,41.54
141.9,129.7,166.6,785.3,882.6,173.5,10.9,0,0,-1.0,2279.6,-1.0,0,44.61
491.0,123.0,26.0,699.0,822.0,201.0,3.9,0,0,-1.0,2362.0,-1.0,0,57.92
314.0,113.0,145.0,690.0,869.0,179.0,8.0,0,0,-1.0,2310.0,-1.0,0,46.23
424.0,132.0,22.0,750.0,822.0,178.0,8.5,0,0,-1.0,2328.0,-1.0,0,62.05
159.0,116.0,149.0,720.0,953.0,175.0,15.0,0,0,-1.0,2272.0,-1.0,0,27.68
144.0,195.0,15.0,709.0,1021.0,176.0,6.0,0,0,-1.0,2260.0,-1.0,0,15.34
355.0,97.0,19.0,871.0,967.0,145.0,12.3,0,0,-1.0,2454.0,-1.0,0,55.45
153.6,112.3,144.2,657.9,923.2,220.1,10.1,0,0,-1.0,2211.3,-1.0,0,16.5
143.0,142.7,169.4,643.5,967.4,190.7,8.4,0,0,-1.0,2256.7,-1.0,0,29.73
142.0,130.0,167.0,785.0,883.0,174.0,11.0,0,0,-1.0,2281.0,-1.0,0,44.61
277.2,24.5,97.8,782.5,1061.7,160.7,11.2,0,0,-1.0,2404.3999999999996,-1.0,0,63.14
287.0,94.0,121.0,696.0,904.0,188.0,9.0,0,0,-1.0,2290.0,-1.0,0,41.94
202.0,141.0,11.0,801.0,942.0,206.0,1.7,0,0,-1.0,2303.0,-1.0,0,21.97
154.0,112.0,144.0,658.0,923.0,220.0,10.0,0,0,-1.0,2211.0,-1.0,0,16.5
164.0,128.0,163.0,641.0,961.0,197.0,8.0,0,0,-1.0,2254.0,-1.0,0,27.23
167.4,128.6,129.9,746.6,1006.3,175.5,7.8,0,0,-1.0,2354.3,-1.0,0,41.2
387.0,94.0,20.0,845.0,938.0,157.0,14.3,0,0,-1.0,2441.0,-1.0,0,50.24
213.7,24.5,98.1,785.4,1065.8,181.7,6.9,0,0,-1.0,2369.2,-1.0,0,45.71
359.0,141.0,19.0,801.0,942.0,154.0,10.9,0,0,-1.0,2416.0,-1.0,0,62.94
153.1,113.0,145.0,824.0,867.2,178.5,8.0,0,0,-1.0,2280.8,-1.0,0,26.23
140.0,103.0,133.0,753.0,916.0,200.0,7.0,0,0,-1.0,2245.0,-1.0,0,36.44
147.0,89.0,115.0,829.0,860.0,202.0,9.0,0,0,-1.0,2242.0,-1.0,0,19.99
276.4,90.3,116.0,768.3,870.1,179.6,8.9,0,0,-1.0,2300.7,-1.0,0,44.28
522.5,0.0,0.0,970.0,722.0,172.36,8.25,0,0,-1.0,2386.86,-1.0,0,49.49
440.0,82.5,0.0,970.0,722.0,181.5,3.3,0,0,-1.0,2396.0,-1.0,0,47.26
385.0,137.5,0.0,970.0,722.0,181.5,1.65,0,0,-1.0,2396.0,-1.0,0,45.65
330.0,192.5,0.0,970.0,722.0,181.5,1.21,0,0,-1.0,2396.0,-1.0,0,38.34
450.0,50.0,0.0,1063.0,590.0,191.0,2.1,0,0,-1.0,2344.0,-1.0,0,39.95
400.0,100.0,0.0,1052.0,584.0,191.0,2.0,0,0,-1.0,2327.0,-1.0,0,38.34
350.0,150.0,0.0,1040.0,578.0,191.0,1.9,0,0,-1.0,2309.0,-1.0,0,36.29
300.0,200.0,0.0,1029.0,571.0,191.0,1.83,0,0,-1.0,2291.0,-1.0,0,30.26
250.0,250.0,0.0,1017.0,565.0,191.0,1.25,0,0,-1.0,2273.0,-1.0,0,27.62
450.0,0.0,50.0,1072.0,595.0,191.0,2.25,0,0,-1.0,2358.0,-1.0,0,38.25
400.0,0.0,100.0,1069.0,594.0,191.0,2.1,0,0,-1.0,2354.0,-1.0,0,38.335
350.0,0.0,150.0,1066.0,592.0,191.0,2.0,0,0,-1.0,2349.0,-1.0,0,38.504999999999995
300.0,0.0,200.0,1063.0,590.0,191.0,1.95,0,0,-1.0,2344.0,-1.0,0,33.745000000000005
250.0,0.0,250.0,1069.0,580.0,191.0,1.9000000000000001,0,0,-1.0,2340.0,-1.0,0,32.3
540.0,80.0,0.0,780.0,720.0,235.6,3.03,0,0,-1.0,2355.6,-1.0,0,51.85
496.0,124.0,0.0,780.0,720.0,235.6,4.0,0,0,-1.0,2355.6,-1.0,0,46.22
434.0,186.0,0.0,780.0,720.0,235.6,4.0,0,0,-1.0,2355.6,-1.0,0,44.71
372.0,248.0,0.0,780.0,720.0,235.6,3.77,0,0,-1.0,2355.6,-1.0,0,38.04
310.0,310.0,0.0,780.0,720.0,235.6,3.35,0,0,-1.0,2355.6,-1.0,0,32.4
465.0,155.0,0.0,780.0,720.0,235.6,2.77,0,0,-1.0,2355.6,-1.0,0,50.13
434.0,155.0,0.0,780.0,720.0,235.6,2.73,0,0,-1.0,2324.6,-1.0,0,55.11
403.0,155.0,0.0,780.0,720.0,235.6,2.83,0,0,-1.0,2293.6,-1.0,0,63.37
372.0,155.0,0.0,780.0,720.0,235.6,4.1,0,0,-1.0,2262.6,-1.0,0,58.72
480.0,96.0,0.0,819.0,699.0,220.0,10.1,0,0,-1.0,2314.0,31.0,0,45.05
490.0,98.0,0.0,838.0,683.0,186.0,11.6,0,0,-1.0,2295.0,33.0,0,63.75
300.0,300.0,0.0,958.0,595.0,180.0,1.5,0,0,-1.0,2333.0,-1.0,0,56.44
240.0,360.0,0.0,933.0,595.0,180.0,1.02,0,0,-1.0,2308.0,-1.0,0,49.3
180.0,420.0,0.0,908.0,595.0,180.0,0.72,0,0,-1.0,2283.0,-1.0,0,38.76
570.0,0.0,0.0,1072.0,595.0,180.0,7.98,0,0,-1.0,2417.0,-1.0,0,81.18
540.0,0.0,0.0,1059.0,595.0,180.0,8.58,0,0,-1.0,2374.0,-1.0,0,85.43
300.0,270.0,0.0,958.0,595.0,180.0,2.22,0,0,-1.0,2303.0,-1.0,0,63.92
240.0,330.0,0.0,933.0,595.0,180.0,1.8,0,0,-1.0,2278.0,-1.0,0,53.89
180.0,390.0,0.0,908.0,595.0,180.0,1.2,0,0,-1.0,2253.0,-1.0,0,44.79
300.0,240.0,0.0,958.0,595.0,180.0,3.6,0,0,-1.0,2273.0,-1.0,0,72.42
240.0,300.0,0.0,933.0,595.0,180.0,2.88,0,0,-1.0,2248.0,-1.0,0,62.56
180.0,360.0,0.0,908.0,595.0,180.0,2.28,0,0,-1.0,2223.0,-1.0,0,52.02
257.0,257.0,0.0,1023.0,621.0,180.0,1.3364,0,0,-1.0,2338.0,-1.0,0,50.32
206.0,309.0,0.0,1001.0,621.0,180.0,0.9766,0,0,-1.0,2317.0,-1.0,0,44.71
154.0,360.0,0.0,980.0,621.0,180.0,0.6682,0,0,-1.0,2295.0,-1.0,0,33.83
489.0,0.0,0.0,1120.0,621.0,180.0,8.224,0,0,-1.0,2410.0,-1.0,0,72.51
463.0,0.0,0.0,1110.0,621.0,180.0,8.995,0,0,-1.0,2374.0,-1.0,0,77.86
257.0,231.0,0.0,1023.0,621.0,180.0,2.056,0,0,-1.0,2312.0,-1.0,0,58.14
206.0,283.0,0.0,1001.0,621.0,180.0,1.6448,0,0,-1.0,2291.0,-1.0,0,48.79
154.0,334.0,0.0,980.0,621.0,180.0,1.1308,0,0,-1.0,2269.0,-1.0,0,39.01
257.0,206.0,0.0,1023.0,621.0,180.0,3.1868,0,0,-1.0,2287.0,-1.0,0,64.09
206.0,257.0,0.0,1001.0,621.0,180.0,2.57,0,0,-1.0,2265.0,-1.0,0,54.99
154.0,309.0,0.0,980.0,621.0,180.0,2.056,0,0,-1.0,2244.0,-1.0,0,43.43
225.0,225.0,0.0,1072.0,640.0,180.0,1.17,0,0,-1.0,2342.0,-1.0,0,35.62
180.0,270.0,0.0,1053.0,640.0,180.0,0.945,0,0,-1.0,2323.0,-1.0,0,30.35
135.0,315.0,0.0,1034.0,640.0,180.0,0.585,0,0,-1.0,2304.0,-1.0,0,26.95
428.0,0.0,0.0,1157.0,640.0,180.0,8.55,0,0,-1.0,2405.0,-1.0,0,64.01
405.0,0.0,0.0,1147.0,640.0,180.0,9.45,0,0,-1.0,2372.0,-1.0,0,67.15
225.0,203.0,0.0,1072.0,640.0,180.0,1.935,0,0,-1.0,2320.0,-1.0,0,43.78
180.0,248.0,0.0,1053.0,640.0,180.0,1.53,0,0,-1.0,2301.0,-1.0,0,33.32
135.0,293.0,0.0,1034.0,640.0,180.0,1.26,0,0,-1.0,2282.0,-1.0,0,23.97
225.0,180.0,0.0,1072.0,640.0,180.0,2.88,0,0,-1.0,2297.0,-1.0,0,51.26
180.0,225.0,0.0,1053.0,640.0,180.0,2.34,0,0,-1.0,2278.0,-1.0,0,41.74
135.0,270.0,0.0,1034.0,640.0,180.0,2.07,0,0,-1.0,2259.0,-1.0,0,28.14
475.0,0.0,0.0,958.0,687.0,175.0,8.0,0,0,-1.0,2295.0,-1.0,0,67.15
450.0,0.0,0.0,954.0,685.0,175.0,9.0,0,0,-1.0,2264.0,-1.0,0,69.7
425.0,0.0,0.0,948.0,681.0,175.0,10.0,0,0,-1.0,2229.0,-1.0,0,74.8
375.0,125.0,0.0,938.0,673.0,175.0,7.5,0,0,-1.0,2286.0,-1.0,0,51.85
300.0,200.0,0.0,923.0,663.0,175.0,7.5,0,0,-1.0,2261.0,-1.0,0,46.75
225.0,275.0,0.0,908.0,652.0,175.0,7.5,0,0,-1.0,2235.0,-1.0,0,35.7
465.0,85.0,0.0,910.0,590.0,227.7,10.73,0,0,2.4,2277.7,-1.0,0,29.91
440.0,110.0,0.0,910.0,590.0,228.6,11.01,0,0,2.12,2278.6,-1.0,0,28.18
415.0,135.0,0.0,910.0,590.0,233.3,9.91,0,0,1.83,2283.3,-1.0,0,26.75
385.0,165.0,0.0,910.0,590.0,234.4,9.91,0,0,1.76,2284.4,-1.0,0,26.06
355.0,195.0,0.0,910.0,590.0,241.6,9.91,0,0,1.55,2291.6,-1.0,0,25.18
440.0,110.0,0.0,714.0,917.0,176.0,7.43,0,0,-1.0,2357.0,-1.0,0,59.33
330.0,220.0,0.0,700.0,899.0,176.0,7.43,0,0,-1.0,2325.0,-1.0,0,51.76
220.0,330.0,0.0,686.0,881.0,176.0,6.67,0,0,-1.0,2293.0,-1.0,0,40.37
440.0,0.0,110.0,725.0,931.0,176.0,10.43,0,0,-1.0,2382.0,-1.0,0,63.83
330.0,0.0,220.0,722.0,928.0,176.0,10.0,0,0,-1.0,2376.0,-1.0,0,68.08
220.0,0.0,330.0,720.0,924.0,176.0,8.89,0,0,-1.0,2370.0,-1.0,0,66.38
522.5,0.0,0.0,724.0,930.0,176.0,9.56,0,0,-1.0,2352.5,-1.0,0,68.34
495.0,0.0,0.0,720.0,925.0,176.0,10.67,0,0,-1.0,2316.0,-1.0,0,72.84
467.5,0.0,0.0,716.0,920.0,176.0,12.0,0,0,-1.0,2279.5,-1.0,0,71.74
440.0,82.5,0.0,713.0,916.0,176.0,8.22,0,0,-1.0,2327.5,-1.0,0,67.32
330.0,165.0,0.0,699.0,898.0,176.0,9.11,0,0,-1.0,2268.0,-1.0,0,57.12
220.0,247.5,0.0,685.0,880.0,176.0,8.89,0,0,-1.0,2208.5,-1.0,0,51.0
440.0,0.0,82.5,721.0,927.0,176.0,9.78,0,0,-1.0,2346.5,-1.0,0,67.66
330.0,0.0,165.0,716.0,920.0,176.0,10.78,0,0,-1.0,2307.0,-1.0,0,74.46
220.0,0.0,247.5,710.0,912.0,176.0,10.22,0,0,-1.0,2265.5,-1.0,0,71.82
440.0,55.0,55.0,720.0,924.0,176.0,8.0,0,0,-1.0,2370.0,-1.0,0,65.45
330.0,110.0,110.0,711.0,913.0,176.0,7.5,0,0,-1.0,2350.0,-1.0,0,52.95
220.0,165.0,165.0,703.0,903.0,176.0,4.44,0,0,-1.0,2332.0,-1.0,0,58.99
440.0,41.25,41.25,720.0,924.0,176.0,8.0,0,0,-1.0,2342.5,-1.0,0,66.81
330.0,82.5,82.5,711.0,913.0,176.0,7.0,0,0,-1.0,2295.0,-1.0,0,61.79
360.0,90.0,0.0,813.0,855.0,198.0,3.2,0,0,-1.0,2316.0,-1.0,0,44.28
270.0,180.0,0.0,801.0,842.0,198.0,2.96,0,0,-1.0,2291.0,-1.0,0,37.99
180.0,270.0,0.0,788.0,829.0,198.0,3.0,0,0,-1.0,2265.0,-1.0,0,25.75
360.0,0.0,90.0,823.0,866.0,198.0,3.7,0,0,-1.0,2337.0,-1.0,0,50.15
270.0,0.0,180.0,821.0,863.0,198.0,3.44,0,0,-1.0,2332.0,-1.0,0,49.3
180.0,0.0,270.0,819.0,860.0,198.0,2.8,0,0,-1.0,2327.0,-1.0,0,47.77
427.5,0.0,0.0,823.0,865.0,198.0,4.88,0,0,-1.0,2313.5,-1.0,0,51.95
405.0,0.0,0.0,819.0,861.0,198.0,5.2,0,0,-1.0,2283.0,-1.0,0,49.72
382.5,0.0,0.0,816.0,858.0,198.0,7.76,0,0,-1.0,2254.5,-1.0,0,60.43
360.0,67.5,0.0,813.0,855.0,198.0,4.24,0,0,-1.0,2293.5,-1.0,0,52.27
270.0,135.0,0.0,801.0,841.0,198.0,4.52,0,0,-1.0,2245.0,-1.0,0,39.86
180.0,202.5,0.0,788.0,828.0,198.0,4.82,0,0,-1.0,2196.5,-1.0,0,31.79
360.0,0.0,67.0,820.0,863.0,198.0,4.0,0,0,-1.0,2308.0,-1.0,0,51.08
270.0,0.0,135.0,816.0,857.0,198.0,4.56,0,0,-1.0,2276.0,-1.0,0,49.55
180.0,0.0,202.5,810.0,852.0,198.0,5.76,0,0,-1.0,2242.5,-1.0,0,48.96
360.0,45.0,45.0,819.0,860.0,198.0,3.2,0,0,-1.0,2327.0,-1.0,0,53.04
270.0,90.0,90.0,811.0,852.0,198.0,3.2,0,0,-1.0,2311.0,-1.0,0,45.56
180.0,135.0,135.0,803.0,845.0,198.0,2.8,0,0,-1.0,2296.0,-1.0,0,39.01
360.0,33.75,33.75,817.0,859.0,198.0,4.2,0,0,-1.0,2301.5,-1.0,0,51.51
270.0,67.5,67.5,808.0,849.0,198.0,4.24,0,0,-1.0,2260.0,-1.0,0,46.49
180.0,101.25,101.25,799.0,840.0,198.0,5.04,0,0,-1.0,2219.5,-1.0,0,37.57
360.0,90.0,0.0,813.0,855.0,198.0,3.2,0,0,-1.0,2316.0,-1.0,0,68.0
270.0,180.0,0.0,801.0,842.0,198.0,2.9,0,0,-1.0,2291.0,-1.0,0,60.3
180.0,270.0,0.0,788.0,829.0,198.0,3.0,0,0,-1.0,2265.0,-1.0,0,42.5
360.0,0.0,90.0,824.0,866.0,198.0,3.7,0,0,-1.0,2338.0,-1.0,0,72.6
270.0,0.0,180.0,821.0,863.0,198.0,3.4,0,0,-1.0,2332.0,-1.0,0,74.9
180.0,0.0,270.0,819.0,861.0,198.0,2.8,0,0,-1.0,2328.0,-1.0,0,65.7
428.0,0.0,0.0,823.0,865.0,198.0,4.9,0,0,-1.0,2314.0,-1.0,0,71.2
405.0,0.0,0.0,819.0,861.0,198.0,5.2,0,0,-1.0,2283.0,-1.0,0,76.1
383.0,0.0,0.0,816.0,858.0,198.0,7.8,0,0,-1.0,2255.0,-1.0,0,74.8
360.0,67.5,0.0,813.0,855.0,198.0,4.2,0,0,-1.0,2293.5,-1.0,0,67.2
270.0,135.0,0.0,801.0,841.0,198.0,4.5,0,0,-1.0,2245.0,-1.0,0,57.6
180.0,202.5,0.0,788.0,828.0,198.0,4.8,0,0,-1.0,2196.5,-1.0,0,44.9
360.0,0.0,67.5,821.0,863.0,198.0,4.0,0,0,-1.0,2309.5,-1.0,0,68.0
270.0,0.0,135.0,816.0,857.0,198.0,4.6,0,0,-1.0,2276.0,-1.0,0,68.2
180.0,0.0,202.5,810.0,852.0,198.0,5.8,0,0,-1.0,2242.5,-1.0,0,70.7
360.0,45.0,45.0,819.0,861.0,198.0,3.2,0,0,-1.0,2328.0,-1.0,0,78.0
270.0,90.0,90.0,811.0,853.0,198.0,3.2,0,0,-1.0,2312.0,-1.0,0,69.2
180.0,135.0,135.0,803.0,845.0,198.0,2.8,0,0,-1.0,2296.0,-1.0,0,60.6
360.0,33.8,33.8,817.0,859.0,198.0,4.2,0,0,-1.0,2301.6,-1.0,0,76.0
270.0,67.5,67.5,808.0,849.0,198.0,4.2,0,0,-1.0,2260.0,-1.0,0,66.8
180.0,101.3,101.3,799.0,840.0,198.0,5.0,0,0,-1.0,2219.6,-1.0,0,55.2
420.0,180.0,0.0,847.0,746.0,165.0,13.02,0,0,4.85,2358.0,41.6,0,53.5
360.0,240.0,0.0,837.0,735.0,165.0,19.98,0,0,3.73,2337.0,32.0,0,49.0
300.0,300.0,0.0,825.0,723.0,165.0,20.4,0,0,3.8,2313.0,23.5,0,34.5
240.0,360.0,0.0,815.0,712.0,165.0,22.02,0,0,3.5,2292.0,24.0,0,28.4
360.0,180.0,0.0,835.0,734.0,165.0,22.02,0,0,5.28,2274.0,39.0,0,79.5
300.0,240.0,0.0,825.0,723.0,165.0,21.0,0,0,4.01,2253.0,37.0,0,66.0
240.0,300.0,0.0,813.0,712.0,165.0,19.98,0,0,4.23,2230.0,38.9,0,59.0
180.0,360.0,0.0,804.0,701.0,165.0,18.0,0,0,4.9,2210.0,30.0,0,53.5
340.0,34.0,0.0,680.0,1110.0,153.34,2.04,0,0,-1.0,2317.34,36.372,0,51.7
400.0,40.0,0.0,647.0,1055.0,158.4,1.12,0,0,-1.0,2300.4,31.829,0,59.03
420.0,0.0,0.0,663.0,1082.0,168.0,4.2,0,0,-1.0,2333.0,31.759,0,61.18
420.0,0.0,42.0,675.0,1102.0,151.2,3.36,0,0,-1.0,2390.2,33.173,0,61.78
440.0,0.0,0.0,678.0,1107.0,135.52,3.52,0,0,-1.0,2360.52,42.181,0,68.73
450.0,0.0,90.0,614.0,1002.0,129.6,3.6,0,0,-1.0,2285.6,41.963,0,70.96
445.0,0.0,89.0,578.0,944.0,144.62,7.12,0,0,-1.0,2200.62,43.11,0,74.37
440.0,44.0,0.0,630.0,1028.0,137.28,7.92,0,0,-1.0,2279.28,-1.0,0,74.1
324.0,36.0,0.0,791.0,945.0,180.0,0.0,0,0,-1.0,2276.0,-1.0,0,32.6
288.0,72.0,0.0,778.0,945.0,180.0,0.0,0,0,-1.0,2263.0,-1.0,0,32.6
252.0,108.0,0.0,764.0,945.0,180.0,0.0,0,0,-1.0,2249.0,-1.0,0,30.0
324.0,0.0,36.0,802.0,945.0,180.0,0.0,0,0,-1.0,2287.0,-1.0,0,36.8
288.0,0.0,72.0,799.0,945.0,180.0,0.0,0,0,-1.0,2284.0,-1.0,0,40.0
252.0,0.0,108.0,797.0,945.0,180.0,0.0,0,0,-1.0,2282.0,-1.0,0,40.1
175.0,0.0,175.0,883.0,952.0,210.0,0.0,0,0,-1.0,2395.0,-1.0,0,43.605
176.0,176.0,0.0,872.0,940.0,211.0,0.0,0,0,-1.0,2375.0,-1.0,0,29.07
176.0,88.0,88.0,881.0,951.0,211.0,0.0,0,0,-1.0,2395.0,-1.0,0,36.464999999999996
222.0,0.0,222.0,876.0,945.0,168.0,4.5,0,0,-1.0,2433.0,-1.0,0,76.415
221.0,221.0,0.0,855.0,921.0,167.0,3.4,0,0,-1.0,2385.0,-1.0,0,61.879999999999995
222.0,111.0,111.0,865.0,933.0,168.0,4.7,0,0,-1.0,2410.0,-1.0,0,70.63499999999999
231.0,156.0,0.0,852.0,1047.0,119.0,3.2,0,0,-1.0,2405.0,-1.0,0,55.3
195.0,199.0,0.0,854.0,1041.0,120.0,2.7,0,0,-1.0,2409.0,-1.0,0,44.0
156.0,241.0,0.0,834.0,1026.0,121.0,2.3,0,0,-1.0,2378.0,-1.0,0,43.7
229.0,154.0,0.0,827.0,1040.0,115.0,2.8,0,0,-1.0,2365.0,-1.0,0,44.6
193.0,197.0,0.0,836.0,1032.0,114.0,2.6,0,0,-1.0,2372.0,-1.0,0,36.8
155.0,237.0,0.0,842.0,1016.0,116.0,2.1,0,0,-1.0,2366.0,-1.0,0,28.6
229.0,254.0,0.0,844.0,1032.0,113.0,2.1,0,0,-1.0,2472.0,-1.0,0,46.3
193.0,196.0,0.0,850.0,1126.0,116.0,1.9,0,0,-1.0,2481.0,-1.0,0,42.2
154.0,261.0,0.0,818.0,1016.0,117.0,1.9,0,0,-1.0,2366.0,-1.0,0,40.0
120.0,280.0,0.0,600.0,1200.0,112.0,5.6,0,0,2.53,2312.0,-1.0,0,28.26
120.0,280.0,0.0,600.0,1200.0,116.0,0.0,0,0,2.51,2316.0,-1.0,0,25.97
200.0,200.0,0.0,600.0,1200.0,132.0,5.6,0,0,4.06,2332.0,-1.0,0,48.45
200.0,200.0,0.0,600.0,1200.0,120.0,0.0,0,0,4.2,2320.0,-1.0,0,56.57
120.0,280.0,0.0,600.0,1200.0,112.0,5.6,0,0,2.88,2312.0,-1.0,0,36.63
120.0,280.0,0.0,600.0,1200.0,116.0,0.0,0,0,2.82,2316.0,-1.0,0,28.98
200.0,200.0,0.0,600.0,1200.0,132.0,5.6,0,0,4.46,2332.0,-1.0,0,53.97
200.0,200.0,0.0,600.0,1200.0,120.0,0.0,0,0,4.59,2320.0,-1.0,0,59.75
120.0,280.0,0.0,600.0,1200.0,172.0,5.6,0,0,1.82,2372.0,-1.0,0,16.44
120.0,280.0,0.0,600.0,1200.0,160.0,0.0,0,0,2.04,2360.0,-1.0,0,19.5
200.0,200.0,0.0,600.0,1200.0,172.0,5.6,0,0,3.19,2372.0,-1.0,0,34.98
200.0,200.0,0.0,600.0,1200.0,156.0,0.0,0,0,3.69,2356.0,-1.0,0,41.26
320.0,80.0,0.0,564.0,1270.0,160.0,0.0,0,0,-1.0,2394.0,-1.0,0,32.04
280.0,120.0,0.0,554.0,1270.0,160.0,0.0,0,0,-1.0,2384.0,-1.0,0,29.75
240.0,160.0,0.0,543.0,1270.0,160.0,0.0,0,0,-1.0,2373.0,-1.0,0,29.07
200.0,200.0,0.0,533.0,1270.0,160.0,0.0,0,0,-1.0,2363.0,-1.0,0,24.65
160.0,240.0,0.0,522.0,1270.0,160.0,0.0,0,0,-1.0,2352.0,-1.0,0,23.8
320.0,80.0,0.0,628.0,1270.0,136.0,2.0,0,0,-1.0,2434.0,-1.0,0,44.54
280.0,120.0,0.0,618.0,1270.0,136.0,2.0,0,0,-1.0,2424.0,-1.0,0,48.96
240.0,160.0,0.0,607.0,1270.0,136.0,2.0,0,0,-1.0,2413.0,-1.0,0,38.25
200.0,200.0,0.0,596.0,1270.0,136.0,2.0,0,0,-1.0,2402.0,-1.0,0,31.45
160.0,240.0,0.0,586.0,1270.0,136.0,2.0,0,0,-1.0,2392.0,-1.0,0,28.05
320.0,80.0,0.0,671.0,1270.0,120.0,2.0,0,0,-1.0,2461.0,-1.0,0,56.1
280.0,120.0,0.0,660.0,1270.0,120.0,2.0,0,0,-1.0,2450.0,-1.0,0,55.25
240.0,160.0,0.0,650.0,1270.0,120.0,2.0,0,0,-1.0,2440.0,-1.0,0,54.4
200.0,200.0,0.0,639.0,1270.0,120.0,2.0,0,0,-1.0,2429.0,-1.0,0,44.2
160.0,240.0,0.0,628.0,1270.0,120.0,2.0,0,0,-1.0,2418.0,-1.0,0,38.25
423.0,47.0,0.0,704.0,1056.0,143.82000000000002,0.0,0,0,-1.0,2373.82,-1.0,0,46.32
376.0,94.0,0.0,704.0,1056.0,127.84,0.0,0,0,-1.0,2357.84,-1.0,0,45.73
329.0,141.0,0.0,704.0,1056.0,111.86000000000001,0.0,0,0,-1.0,2341.86,-1.0,0,45.31
