cement_opc,scm_flyash,scm_ggbs,silica_sand,locally_avail_sand,w_b,hrwr_b,perc_of_fibre,aspect_ratio,tensile_strength,density,youngs_modulus,elongation,compressive_stregth
282.0,188.0,0.0,704.0,1056.0,95.88000000000001,0.0,0,0,-1.0,2325.88,-1.0,0,44.7
414.0,0.0,56.0,704.0,1056.0,140.76000000000002,0.0,0,0,-1.0,2370.76,-1.0,0,48.45
376.0,0.0,94.0,704.0,1056.0,127.84,0.0,0,0,-1.0,2357.84,-1.0,0,49.89
282.0,132.0,56.0,704.0,1056.0,95.88000000000001,0.0,0,0,-1.0,2325.88,-1.0,0,46.15
282.0,94.0,94.0,704.0,1056.0,95.88000000000001,0.0,0,0,-1.0,2325.88,-1.0,0,47.68
439.0,0.0,0.0,847.0,1027.0,140.0,9.66,0,0,-1.0,2453.0,-1.0,0,60.2
390.0,0.0,0.0,866.0,1050.0,140.0,8.58,0,0,-1.0,2446.0,-1.0,0,58.4
369.0,0.0,0.0,874.0,1060.0,140.0,8.12,0,0,-1.0,2443.0,-1.0,0,57.49
351.0,0.0,0.0,882.0,1069.0,140.0,7.72,0,0,-1.0,2442.0,-1.0,0,56.04
429.0,0.0,0.0,844.0,1024.0,140.0,9.44,0,0,-1.0,2437.0,-1.0,0,61.63
382.0,0.0,0.0,864.0,1048.0,140.0,8.4,0,0,-1.0,2434.0,-1.0,0,59.32
362.0,0.0,0.0,872.0,1058.0,140.0,7.96,0,0,-1.0,2432.0,-1.0,0,58.4
343.0,0.0,0.0,880.0,1067.0,140.0,7.55,0,0,-1.0,2430.0,-1.0,0,57.69
420.0,0.0,0.0,842.0,1021.0,140.0,9.24,0,0,-1.0,2423.0,-1.0,0,62.03
374.0,0.0,0.0,862.0,1045.0,140.0,8.23,0,0,-1.0,2421.0,-1.0,0,59.68
355.0,0.0,0.0,870.0,1055.0,140.0,7.81,0,0,-1.0,2420.0,-1.0,0,58.77
336.0,0.0,0.0,878.0,1065.0,140.0,7.39,0,0,-1.0,2419.0,-1.0,0,58.19
411.0,0.0,0.0,839.0,1018.0,140.0,9.04,0,0,-1.0,2408.0,-1.0,0,62.34
366.0,0.0,0.0,860.0,1042.0,140.0,8.05,0,0,-1.0,2408.0,-1.0,0,59.9
347.0,0.0,0.0,868.0,1053.0,140.0,7.63,0,0,-1.0,2408.0,-1.0,0,59.0
329.0,0.0,0.0,876.0,1062.0,140.0,7.24,0,0,-1.0,2407.0,-1.0,0,58.63
403.0,0.0,0.0,837.0,1015.0,140.0,8.87,0,0,-1.0,2395.0,-1.0,0,62.43
358.0,0.0,0.0,858.0,1040.0,140.0,7.88,0,0,-1.0,2396.0,-1.0,0,60.03
340.0,0.0,0.0,866.0,1050.0,140.0,7.48,0,0,-1.0,2396.0,-1.0,0,59.08
322.0,0.0,0.0,874.0,1060.0,140.0,7.08,0,0,-1.0,2396.0,-1.0,0,58.7
394.0,0.0,0.0,834.0,1012.0,140.0,8.67,0,0,-1.0,2380.0,-1.0,0,62.54
351.0,0.0,0.0,855.0,1037.0,140.0,7.72,0,0,-1.0,2383.0,-1.0,0,60.09
333.0,0.0,0.0,864.0,148.0,140.0,7.33,0,0,-1.0,1485.0,-1.0,0,59.14
315.0,0.0,0.0,872.0,1058.0,140.0,6.93,0,0,-1.0,2385.0,-1.0,0,58.79
437.0,51.0,0.0,908.0,785.0,204.0,10.736000000000002,0,0,3.73,2385.0,26.9,0,34.85
424.0,51.0,0.0,908.0,785.0,204.0,10.450000000000001,0,0,3.73,2372.0,27.0,0,35.7
411.0,51.0,0.0,908.0,785.0,204.0,10.164000000000001,0,0,3.97,2359.0,28.13,0,35.96
411.0,77.0,0.0,908.0,785.0,204.0,10.736000000000002,0,0,3.8,2385.0,27.16,0,34.51
398.0,77.0,0.0,908.0,785.0,204.0,10.450000000000001,0,0,4.0,2372.0,28.0,0,35.7
386.0,77.0,0.0,908.0,785.0,204.0,10.186000000000002,0,0,4.02,2360.0,28.8,0,36.13
386.0,103.0,0.0,908.0,785.0,204.0,10.758000000000003,0,0,4.12,2386.0,29.5,0,36.04
373.0,103.0,0.0,908.0,785.0,204.0,10.472000000000001,0,0,4.25,2373.0,30.9,0,36.21
360.0,103.0,0.0,908.0,785.0,204.0,10.186000000000002,0,0,4.58,2360.0,31.1,0,38.08
360.0,129.0,0.0,908.0,785.0,204.0,10.758000000000003,0,0,4.73,2386.0,29.0,0,35.0
347.0,129.0,0.0,908.0,785.0,204.0,10.472000000000001,0,0,3.82,2373.0,27.0,0,34.09
334.0,129.0,0.0,908.0,785.0,204.0,10.186000000000002,0,0,3.73,2360.0,26.6,0,32.3
334.0,154.0,0.0,908.0,785.0,204.0,10.736000000000002,0,0,3.25,2385.0,26.0,0,29.75
321.0,154.0,0.0,908.0,785.0,204.0,10.450000000000001,0,0,2.95,2372.0,25.9,0,27.2
308.0,154.0,0.0,908.0,785.0,204.0,10.164000000000001,0,0,2.49,2359.0,25.8,0,25.59
250.0,250.0,0.0,722.3,1083.4,125.0,11.0,0,0,5.38,2430.7,34.98,0,54.4
250.0,125.0,125.0,728.7,1093.0,125.0,11.0,0,0,5.18,2446.7,33.96,0,51.17
250.0,100.0,100.0,725.4,1088.2,125.0,11.0,0,0,5.47,2388.6000000000004,35.69,0,56.69
125.0,375.0,0.0,707.2,1060.8,125.0,11.0,0,0,4.43,2393.0,31.43,0,43.77
125.0,187.5,0.0,716.8,1075.2,125.0,11.0,0,0,4.83,2229.5,32.41,0,46.66
125.0,150.0,150.0,712.0,1068.0,125.0,11.0,0,0,5.1,2330.0,34.03,0,51.51
635.0,0.0,0.0,847.0,565.0,247.0,2.54,0,0,-1.0,2294.0,-1.0,0,62.9
635.0,0.0,0.0,847.0,565.0,247.0,2.54,0,0,-1.0,2294.0,-1.0,0,62.22
635.0,0.0,0.0,847.0,565.0,247.0,2.54,0,0,-1.0,2294.0,-1.0,0,60.35
635.0,0.0,0.0,847.0,565.0,247.0,2.54,0,0,-1.0,2294.0,-1.0,0,56.1
635.0,0.0,0.0,847.0,565.0,247.0,2.54,0,0,-1.0,2294.0,-1.0,0,55.0
484.5,25.5,0.0,653.0,1122.5,153.0,14.535,0,0,-1.0,2438.5,-1.0,0,47.17
459.0,51.0,0.0,653.0,1122.5,153.0,13.77,0,0,-1.0,2438.5,-1.0,0,47.17
433.5,76.5,0.0,653.0,1122.5,153.0,13.004999999999999,0,0,-1.0,2438.5,-1.0,0,46.75
408.0,102.0,0.0,653.0,1122.5,153.0,12.24,0,0,-1.0,2438.5,-1.0,0,44.79
382.5,127.5,0.0,653.0,1122.5,153.0,11.475,0,0,-1.0,2438.5,-1.0,0,43.61
475.0,25.0,0.0,640.0,1100.0,170.0,14.25,0,0,-1.0,2410.0,-1.0,0,42.24
450.0,50.0,0.0,640.0,1100.0,170.0,13.5,0,0,-1.0,2410.0,-1.0,0,42.16
425.0,75.0,0.0,640.0,1100.0,170.0,12.75,0,0,-1.0,2410.0,-1.0,0,39.1
400.0,100.0,0.0,640.0,1100.0,170.0,12.0,0,0,-1.0,2410.0,-1.0,0,38.33
375.0,125.0,0.0,640.0,1100.0,170.0,11.25,0,0,-1.0,2410.0,-1.0,0,36.12
465.5,24.5,0.0,628.0,1078.0,186.2,13.965,0,0,-1.0,2382.2,-1.0,0,36.12
441.0,49.0,0.0,628.0,1078.0,186.2,13.229999999999999,0,0,-1.0,2382.2,-1.0,0,34.0
416.5,73.5,0.0,628.0,1078.0,186.2,12.495,0,0,-1.0,2382.2,-1.0,0,32.13
392.0,98.0,0.0,628.0,1078.0,186.2,11.76,0,0,-1.0,2382.2,-1.0,0,30.6
367.5,122.5,0.0,628.0,1078.0,186.2,11.025,0,0,-1.0,2382.2,-1.0,0,29.72
343.0,147.0,0.0,628.0,1078.0,186.2,10.29,0,0,-1.0,2382.2,-1.0,0,27.54
456.0,24.0,0.0,616.0,1058.0,201.6,13.68,0,0,-1.0,2355.6,-1.0,0,32.89
432.0,48.0,0.0,616.0,1058.0,201.6,12.959999999999999,0,0,-1.0,2355.6,-1.0,0,31.87
408.0,72.0,0.0,616.0,1058.0,201.6,12.24,0,0,-1.0,2355.6,-1.0,0,29.75
384.0,96.0,0.0,616.0,1058.0,201.6,11.52,0,0,-1.0,2355.6,-1.0,0,28.05
360.0,120.0,0.0,616.0,1058.0,201.6,10.799999999999999,0,0,-1.0,2355.6,-1.0,0,26.56
336.0,144.0,0.0,616.0,1058.0,201.6,10.08,0,0,-1.0,2355.6,-1.0,0,25.58
368.0,92.0,0.0,693.81,1085.2,161.0,1.1039999999999999,0,0,4.7,2400.01,29.1,0,57.37
322.0,138.0,0.0,693.81,1085.2,161.0,1.1039999999999999,0,0,4.5,2400.01,27.9,0,51.0
276.0,184.0,0.0,693.81,1085.2,161.0,1.1039999999999999,0,0,4.48,2400.01,27.0,0,47.6
368.0,0.0,92.0,693.81,1085.2,161.0,1.1039999999999999,0,0,4.98,2400.01,29.5,0,57.37
322.0,0.0,138.0,693.81,1085.2,161.0,1.1039999999999999,0,0,4.58,2400.01,28.25,0,52.95
276.0,0.0,184.0,693.81,1085.2,161.0,1.1039999999999999,0,0,4.5,2400.01,27.75,0,51.0
300.0,169.0,0.0,761.0,875.0,191.0,4.0,0,0,3.5,2296.0,-1.0,0,30.77
300.0,169.0,0.0,761.0,862.0,191.0,4.2,0,0,2.91,2283.0,-1.0,0,30.09
300.0,169.0,0.0,761.0,850.0,191.0,4.2,0,0,2.33,2271.0,-1.0,0,29.49
300.0,169.0,0.0,761.0,838.0,191.0,4.3,0,0,1.95,2259.0,-1.0,0,27.88
300.0,158.0,0.0,761.0,825.0,194.0,4.3,0,0,1.45,2238.0,-1.0,0,25.75
320.0,0.0,80.0,665.0,1107.0,180.0,0.0,0,0,-1.0,2352.0,-1.0,0,30.77
240.0,0.0,160.0,665.0,1107.0,180.0,0.0,0,0,-1.0,2352.0,-1.0,0,28.47
160.0,0.0,240.0,665.0,1107.0,180.0,0.0,0,0,-1.0,2352.0,-1.0,0,24.16
280.0,0.0,70.0,680.0,1132.0,175.0,0.0,0,0,-1.0,2337.0,-1.0,0,26.75
210.0,0.0,140.0,680.0,1132.0,175.0,0.0,0,0,-1.0,2337.0,-1.0,0,25.02
140.0,0.0,210.0,680.0,1132.0,175.0,0.0,0,0,-1.0,2337.0,-1.0,0,21.86
256.0,0.0,64.0,688.0,1145.0,176.0,0.0,0,0,-1.0,2329.0,-1.0,0,19.85
192.0,0.0,128.0,688.0,1145.0,176.0,0.0,0,0,-1.0,2329.0,-1.0,0,18.69
128.0,0.0,192.0,688.0,1145.0,176.0,0.0,0,0,-1.0,2329.0,-1.0,0,15.53
420.0,0.0,180.0,610.0,1134.0,156.0,6.72,0,0,5.91,2500.0,-1.0,0,85.34
360.0,0.0,180.0,610.0,1134.0,156.0,5.76,0,0,6.14,2440.0,-1.0,0,88.4
262.5,0.0,87.5,832.0,1025.0,175.0,3.5,0,0,2.71,2382.0,-1.0,0,35.36
175.0,0.0,175.0,830.0,1021.0,175.0,3.5,0,0,2.28,2376.0,-1.0,0,31.36
450.0,0.0,0.0,901.5,708.2,210.0,1.3,0,0,-1.0,2269.7,-1.0,0,62.46
400.0,0.0,0.0,891.5,700.4,210.0,1.3,0,0,-1.0,2201.9,-1.0,0,57.04
450.0,0.0,0.0,900.2,707.4,210.0,1.5,0,0,-1.0,2267.6,-1.0,0,58.66
400.0,0.0,0.0,890.2,699.3,210.0,1.5,0,0,-1.0,2199.5,-1.0,0,56.46
450.0,0.0,0.0,898.6,706.3,210.0,1.7,0,0,-1.0,2264.8999999999996,-1.0,0,60.57
400.0,0.0,0.0,888.8,698.5,210.0,1.7,0,0,-1.0,2197.3,-1.0,0,61.24
467.5,0.0,82.5,801.3,839.3,192.5,7.43,0,0,-1.0,2383.1,-1.0,0,51.17
385.0,0.0,165.0,797.1,834.8,192.5,7.43,0,0,-1.0,2374.3999999999996,-1.0,0,52.95
302.5,0.0,247.5,792.8,830.3,192.5,7.43,0,0,-1.0,2365.6,-1.0,0,52.61
437.0,80.0,0.0,743.0,924.0,176.0,4.65,0,0,5.5,2360.0,47.0,0,59.24
333.0,162.0,0.0,743.0,924.0,173.0,3.71,0,0,4.2,2335.0,44.0,0,49.72
225.0,247.0,0.0,743.0,924.0,170.0,3.21,0,0,3.3,2309.0,39.0,0,31.62
115.0,336.0,0.0,743.0,924.0,167.0,2.93,0,0,1.8,2285.0,31.0,0,13.6
375.0,125.0,0.0,910.0,735.0,195.0,6.75,0,0,-1.0,2340.0,-1.0,0,33.15
350.0,150.0,0.0,910.0,735.0,190.0,6.75,0,0,-1.0,2335.0,-1.0,0,39.1
325.0,175.0,0.0,910.0,735.0,190.0,6.75,0,0,-1.0,2335.0,-1.0,0,36.55
300.0,200.0,0.0,910.0,735.0,190.0,6.75,0,0,-1.0,2335.0,-1.0,0,38.25
427.5,0.0,0.0,990.0,735.0,162.0,8.0,0,0,-1.0,2314.5,-1.0,0,49.3
405.0,0.0,0.0,990.0,735.0,171.0,8.0,0,0,-1.0,2301.0,-1.0,0,52.7
382.5,0.0,0.0,990.0,735.0,180.0,8.0,0,0,-1.0,2287.5,-1.0,0,56.95
360.0,0.0,0.0,990.0,735.0,180.0,8.0,0,0,-1.0,2265.0,-1.0,0,56.1
323.75,0.0,0.0,740.0,1035.0,113.31249999999999,6.3,0,0,-1.0,2212.0625,-1.0,0,49.43
297.5,0.0,0.0,740.0,1035.0,104.125,6.3,0,0,-1.0,2176.625,-1.0,0,53.77
297.5,52.5,0.0,740.0,1035.0,104.125,6.3,0,0,-1.0,2229.125,-1.0,0,39.47
245.0,105.0,0.0,740.0,1035.0,85.75,6.3,0,0,-1.0,2210.75,-1.0,0,31.67
297.0,0.0,52.5,740.0,1035.0,103.94999999999999,6.3,0,0,-1.0,2228.45,-1.0,0,42.82
245.0,0.0,105.0,740.0,1035.0,85.75,6.3,0,0,-1.0,2210.75,-1.0,0,41.5
297.5,26.25,0.0,740.0,1035.0,104.125,6.3,0,0,-1.0,2202.875,-1.0,0,52.7
297.5,0.0,26.25,740.0,1035.0,104.125,6.3,0,0,-1.0,2202.875,-1.0,0,55.02
245.0,52.5,52.5,740.0,1035.0,85.75,6.3,0,0,-1.0,2210.75,-1.0,0,33.07
449.0,0.0,0.0,673.0,1140.677966101695,145.0,6.061500000000001,0,0,-1.0,2407.677966101695,-1.0,0,99.705
412.0,0.0,0.0,652.0,1143.859649122807,145.0,7.21,0,0,-1.0,2352.8596491228072,-1.0,0,102.67999999999999
243.0,0.0,243.0,676.0,1165.5172413793105,145.0,4.2525,0,0,-1.0,2472.5172413793107,-1.0,0,83.80999999999999
146.0,0.0,340.0,665.0,1166.6666666666667,145.0,4.38,0,0,-1.0,2462.666666666667,-1.0,0,63.154999999999994
206.0,0.0,243.0,657.0,1113.5593220338983,145.0,5.15,0,0,-1.0,2364.5593220338983,-1.0,0,89.92999999999999
388.0,97.0,0.0,668.0,1151.7241379310346,145.0,6.79,0,0,-1.0,2449.7241379310344,-1.0,0,67.575
291.0,194.0,0.0,646.0,1153.5714285714284,145.0,5.0925,0,0,-1.0,2429.5714285714284,-1.0,0,49.3
352.0,97.0,0.0,652.0,1143.859649122807,145.0,6.16,0,0,-1.0,2389.8596491228072,-1.0,0,80.155
255.0,194.0,0.0,633.0,1150.9090909090908,145.0,5.7375,0,0,-1.0,2377.909090909091,-1.0,0,64.6
350.0,100.0,0.0,720.0,986.0,140.0,10.8,0,0,-1.0,2296.0,55.7,0,49.04
350.0,100.0,0.0,706.0,966.0,153.0,9.5,0,0,-1.0,2275.0,37.0,0,48.96
350.0,100.0,0.0,692.0,947.0,167.0,8.1,0,0,-1.0,2256.0,35.0,0,48.96
350.0,100.0,0.0,678.0,927.0,180.0,6.8,0,0,-1.0,2235.0,28.5,0,48.87
350.0,100.0,0.0,720.0,1109.0,140.0,10.8,0,0,-1.0,2419.0,53.5,0,46.32
350.0,100.0,0.0,706.0,1087.0,153.0,9.5,0,0,-1.0,2396.0,45.0,0,45.9
350.0,100.0,0.0,692.0,1065.0,167.0,8.1,0,0,-1.0,2374.0,25.0,0,45.47
350.0,100.0,0.0,678.0,1043.0,180.0,6.8,0,0,-1.0,2351.0,15.7,0,44.2
350.0,100.0,0.0,720.0,1002.0,140.0,10.8,0,0,-1.0,2312.0,38.0,0,46.24
350.0,100.0,0.0,706.0,982.0,153.0,9.5,0,0,-1.0,2291.0,30.0,0,42.5
350.0,100.0,0.0,692.0,963.0,167.0,8.1,0,0,-1.0,2272.0,23.0,0,35.7
350.0,100.0,0.0,678.0,943.0,180.0,6.8,0,0,-1.0,2251.0,15.0,0,32.72
440.0,110.0,0.0,748.0,705.0,209.0,9.35,0,0,2.9,2212.0,-1.0,0,45.05
440.0,110.0,0.0,748.0,708.7,209.0,9.35,0,0,3.0,2215.7,-1.0,0,47.26
440.0,110.0,0.0,750.0,680.9,209.0,7.7,0,0,3.2,2189.9,-1.0,0,49.3
440.0,110.0,0.0,748.0,705.0,209.0,9.35,0,0,3.22,2212.0,-1.0,0,51.0
440.0,110.0,0.0,748.0,635.5,209.0,9.35,0,0,2.86,2142.5,-1.0,0,42.5
200.0,200.0,0.0,740.0,1014.0,90.0,0.5,0,0,-1.0,2244.0,-1.0,0,36.55
200.0,192.0,0.0,739.0,1014.0,90.0,0.6,0,0,-1.0,2235.0,-1.0,0,36.97
200.0,0.0,200.0,774.0,1014.0,90.0,1.4,0,0,-1.0,2278.0,-1.0,0,57.8
200.0,0.0,192.0,771.0,1014.0,90.0,1.7,0,0,-1.0,2267.0,-1.0,0,58.14
269.45,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2585.15,-1.0,0,17.76
253.6,47.55,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2585.15,-1.0,0,15.68
237.75,63.4,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2585.15,-1.0,0,15.01
253.6,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2569.3,-1.0,0,14.95
237.75,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2553.45,-1.0,0,16.97
253.6,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2569.3,-1.0,0,14.77
253.6,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2569.3,-1.0,0,16.19
253.6,47.55,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2585.15,-1.0,0,16.03
237.75,63.4,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2585.15,-1.0,0,16.38
237.75,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2553.45,-1.0,0,17.65
237.75,31.7,0.0,698.0,1396.0,190.0,0.0,0,0,-1.0,2553.45,-1.0,0,17.95
474.3,52.7,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2400.0,-1.0,0,65.87
421.6,105.4,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2400.0,-1.0,0,60.18
368.9,158.1,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2400.0,-1.0,0,46.92
495.38,0.0,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2368.38,-1.0,0,75.22
484.84,0.0,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2357.84,-1.0,0,76.33
474.3,0.0,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2347.3,-1.0,0,76.67
442.68,52.7,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2368.38,-1.0,0,53.63
421.6,52.7,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2347.3,-1.0,0,64.09
379.44,105.4,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2357.84,-1.0,0,61.28
337.28,158.1,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2368.38,-1.0,0,52.27
316.2,158.1,0.0,686.0,1029.0,158.0,10.54,0,0,-1.0,2347.3,-1.0,0,49.72
280.0,0.0,120.0,736.0,1104.0,160.0,2.0,0,0,2.0,2400.0,-1.0,0,19.974999999999998
240.0,0.0,160.0,736.0,1104.0,160.0,2.0,0,0,2.8,2400.0,-1.0,0,21.08
200.0,0.0,200.0,736.0,1104.0,160.0,2.0,0,0,1.6,2400.0,-1.0,0,21.505
80.0,0.0,320.0,684.0,1184.0,163.0,2.85,0,0,-1.0,2431.0,-1.0,0,34.8
120.0,84.0,196.0,684.0,1184.0,163.0,1.15,0,0,-1.0,2431.0,-1.0,0,42.5
304.55999999999995,84.6,126.9,605.0,1270.0,160.0,3.6,0,0,4.24,2551.06,-1.0,0,44.914
304.55999999999995,84.6,169.2,605.0,1270.0,160.0,3.6,0,0,4.27,2593.3599999999997,-1.0,0,49.946
304.55999999999995,84.6,211.5,605.0,1270.0,160.0,3.6,0,0,3.64,2635.66,-1.0,0,45.5345
262.26,126.9,126.9,605.0,1270.0,160.0,3.6,0,0,3.66,2551.06,-1.0,0,40.5875
262.26,126.9,169.2,605.0,1270.0,160.0,3.6,0,0,3.95,2593.3599999999997,-1.0,0,43.894
262.26,126.9,211.5,605.0,1270.0,160.0,3.6,0,0,3.66,2635.66,-1.0,0,42.262
219.96,169.2,126.9,605.0,1270.0,160.0,3.6,0,0,3.0,2551.06,-1.0,0,39.7885
219.96,169.2,169.2,605.0,1270.0,160.0,3.6,0,0,3.19,2593.3599999999997,-1.0,0,40.596
219.96,169.2,211.5,605.0,1270.0,160.0,3.6,0,0,2.81,2635.66,-1.0,0,37.4255
450.0,0.0,306.0,306.0,1201.5,184.5,3.7800000000000002,0,0,3.0,2448.0,-1.0,0,34.0
360.0,90.0,0.0,612.0,1201.5,184.5,2.25,0,0,2.5,2448.0,-1.0,0,32.72
315.0,135.0,0.0,612.0,1201.5,184.5,2.25,0,0,2.38,2448.0,-1.0,0,25.5
270.0,180.0,0.0,612.0,1201.5,184.5,2.25,0,0,2.3,2448.0,-1.0,0,23.21
360.0,90.0,306.0,306.0,1201.5,184.5,7.5600000000000005,0,0,2.52,2448.0,-1.0,0,27.71
315.0,135.0,306.0,306.0,1201.5,184.5,7.5600000000000005,0,0,2.61,2448.0,-1.0,0,30.01
270.0,180.0,306.0,306.0,1201.5,184.5,7.5600000000000005,0,0,2.65,2448.0,-1.0,0,31.02
409.5,0.0,0.0,874.0,874.0,155.61,2.016,0,0,-1.0,2313.11,-1.0,0,61.61
399.0,0.0,0.0,872.0,872.0,151.62,2.016,0,0,-1.0,2294.62,-1.0,0,65.45
388.5,0.0,0.0,870.0,870.0,147.63,2.016,0,0,-1.0,2276.13,-1.0,0,67.15
378.0,0.0,0.0,869.0,869.0,143.64000000000001,2.016,0,0,-1.0,2259.64,-1.0,0,68.0
357.0,0.0,63.0,873.0,873.0,135.66,2.016,0,0,-1.0,2301.66,-1.0,0,52.7
294.0,0.0,126.0,870.0,870.0,111.72,2.016,0,0,-1.0,2271.72,-1.0,0,46.75
210.0,0.0,210.0,866.0,866.0,79.8,2.016,0,0,-1.0,2231.8,-1.0,0,34.0
346.5,0.0,63.0,872.0,872.0,131.67,2.016,0,0,-1.0,2285.17,-1.0,0,53.55
336.0,0.0,63.0,870.0,870.0,127.68,2.016,0,0,-1.0,2266.68,-1.0,0,55.25
325.5,0.0,63.0,868.0,868.0,123.69,2.016,0,0,-1.0,2248.19,-1.0,0,57.8
283.5,0.0,126.0,869.0,869.0,107.73,2.016,0,0,-1.0,2255.23,-1.0,0,47.6
273.0,0.0,126.0,867.0,867.0,103.74,2.016,0,0,-1.0,2236.74,-1.0,0,44.2
262.5,0.0,126.0,865.0,865.0,99.75,2.016,0,0,-1.0,2218.25,-1.0,0,48.11
199.5,0.0,210.0,865.0,865.0,75.81,2.016,0,0,-1.0,2215.31,-1.0,0,31.53
189.0,0.0,210.0,863.0,863.0,71.82000000000001,2.016,0,0,-1.0,2196.82,-1.0,0,34.0
178.5,0.0,210.0,861.0,861.0,67.83,2.016,0,0,-1.0,2178.33,-1.0,0,33.66
160.0,127.0,0.0,770.0,115.0,130.0,2.2960000000000003,0,0,3.0,1302.0,-1.0,0,31.7
144.0,127.0,16.0,770.0,115.0,129.0,2.2960000000000003,0,0,3.2,1301.0,-1.0,0,33.5
127.0,127.0,32.0,770.0,1115.0,127.0,2.2880000000000003,0,0,3.5,2298.0,-1.0,0,35.8
111.0,127.0,47.0,770.0,1115.0,128.0,2.2800000000000002,0,0,3.52,2298.0,-1.0,0,37.0
94.0,127.0,63.0,770.0,1115.0,128.0,2.2720000000000002,0,0,3.7,2297.0,-1.0,0,39.8
78.0,127.0,78.0,770.0,1115.0,128.0,2.2640000000000002,0,0,3.91,2296.0,-1.0,0,39.2
158.0,127.0,68.0,770.0,1115.0,105.0,2.8240000000000003,0,0,3.82,2343.0,-1.0,0,41.4
140.0,127.0,60.0,770.0,1115.0,114.0,2.616,0,0,3.74,2326.0,-1.0,0,38.0
124.0,127.0,53.0,770.0,1115.0,122.0,2.4320000000000004,0,0,3.68,2311.0,-1.0,0,37.4
111.0,127.0,47.0,770.0,1115.0,128.0,2.2800000000000002,0,0,3.52,2298.0,-1.0,0,37.0
99.0,127.0,42.0,770.0,1115.0,133.0,2.144,0,0,3.28,2286.0,-1.0,0,33.0
320.0,80.0,0.0,731.2,1097.0,152.0,0.0,0,0,5.35,2380.2,-1.0,0,36.55
280.0,120.0,0.0,731.2,1097.0,152.0,0.0,0,0,4.93,2380.2,50.67,0,45.9
240.0,160.0,0.0,731.2,1097.0,152.0,0.0,0,0,4.02,2380.2,-1.0,0,46.1
320.0,0.0,80.0,731.2,1097.0,152.0,0.0,0,0,4.41,2380.2,45.62,0,51.85
280.0,0.0,120.0,731.2,1097.0,152.0,0.0,0,0,4.19,2380.2,-1.0,0,55.25
240.0,0.0,160.0,731.2,1097.0,152.0,0.0,0,0,4.0,2380.2,51.12,0,51.85
260.0,80.0,60.0,731.2,1097.0,152.0,0.0,0,0,4.15,2380.2,45.77,0,42.5
240.0,80.0,80.0,731.2,1097.0,152.0,0.0,0,0,3.47,2380.2,51.09,0,42.5
260.8,65.2,0.0,675.0,1109.0,179.0,0.0,0,0,-1.0,2289.0,-1.0,0,27.62
247.76,65.2,0.0,675.0,1109.0,179.0,0.0,0,0,-1.0,2275.96,-1.0,0,30.71
234.72,65.2,0.0,675.0,1109.0,179.0,0.0,0,0,-1.0,2262.92,-1.0,0,28.9
221.68,65.2,0.0,675.0,1109.0,179.0,0.0,0,0,-1.0,2249.88,-1.0,0,25.5
504.84,0.0,0.0,886.58,797.49,185.45,11.32868,0,0,-1.0,2374.3599999999997,-1.0,0,59.39
494.53,0.0,0.0,884.9,795.98,185.45,11.31482,0,0,-1.0,2360.8599999999997,-1.0,0,60.33
484.23,0.0,0.0,883.23,794.48,185.45,11.29216,0,0,-1.0,2347.39,-1.0,0,60.99
473.93,0.0,0.0,881.55,792.97,185.45,11.26026,0,0,-1.0,2333.8999999999996,-1.0,0,61.95
463.63,0.0,0.0,879.87,791.46,185.45,11.21978,0,0,-1.0,2320.41,-1.0,0,61.58
499.69,49.969,0.0,862.82,776.12,185.45,12.092498,0,0,-1.0,2374.049,-1.0,0,44.62
489.38,48.938,0.0,861.15,774.62,185.45,12.058376,0,0,-1.0,2359.5379999999996,-1.0,0,51.66
479.08,47.908,0.0,859.47,773.11,185.45,12.015255999999999,0,0,-1.0,2345.018,-1.0,0,53.52
468.78,46.878,0.0,857.8,771.6,185.45,11.963336000000002,0,0,-1.0,2330.508,-1.0,0,54.3
458.47,45.84700000000001,0.0,856.12,770.09,185.45,11.901934,0,0,-1.0,2315.977,-1.0,0,54.87
448.17,44.81700000000001,0.0,854.45,768.59,185.45,11.831754000000002,0,0,-1.0,2301.477,-1.0,0,54.54
